#;scans;Technique_of_Medical_Image;Plane;body_part;modality_label_rm;Secuence_label;calidad;modality_label_rx;modality_label_ct;modality_label_nm;modality_label_us;modality_label_light;modality_label_elec;modality_label_oph;Columna2;Contrast
1;WATERPh6AxLAVADINAMICO;MRI;ax;;;;;;;;;;;;;
1;T2FFETRASENSE;MRI;ax;;T2w;tse;;;;;;;;;;
1;CORONAL_T2_AR_QUIASMA;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR1-coronalciv;MRI;cor;;;;;;;;;;;;;
1;AXIALCUBEFLAIR;MRI;ax;;;;;;;;;;;;;
1;SAGT2FLAIRCRANI;MRI;sag;;T2w;tse;;;;;;;;;;
1;SagT1CFS;MRI;sag;;T1w;;;;;;;;;;;
1;WATERSAGLAVADINAMICO;MRI;sag;;;;;;;;;;;;;
1;MR2-MPRRango;MRI;;;;;;;;;;;;;;
1;MR2-CorT2FSE;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR1-Ph2CorceMRAFTelliptic;MRI;cor;;;;;;;;;;;;;
1;MIPAXGD;MRI;ax;;;;;;;;;;;;;GD
1;WANTERIOR;MRI;;;;;;;;;;;;;;
1;AXIT13DAX;MRI;ax;;T1w;;3D;;;;;;;;;
1;AXIT1NAVEGADORPACE;MRI;ax;;T1w;;;;;;;;;;;GD
1;AxT2FRFSERTrFatSATabd;MRI;ax;;T2w;tse;;;;;;;;;;
1;SAGT2CT;MRI;sag;;T2w;tse;;;;;;;;;;
1;cor2mmjcmm;MRI;cor;;;;;;;;;;;;;
1;SAGFSET1cerv;MRI;sag;;T1w;;;;;;;;;;;
1;3,49439E+13;MRI;;;;;;;;;;;;;;
1;AXIAL_IN_FS_GD_BLOQUE;MRI;ax;;;;;;;;;;;;;GD
1;MR1-ax3dt1;MRI;ax;;T1w;;3D;;;;;;;;;
1;AXIAL_T2_ME2D_BLOQUE;MRI;ax;;T2w;tse;;;;;;;;;;
1;axminIP;MRI;ax;;;;;;;;;;;;;
1;Ph1AX3DFSPGRFAME;MRI;ax;;;;3D;;;;;;;;;
1;sT1W_3D_TFE_32chSHC;MRI;;;T1w;;3D;;;;;;;;;
1;AXFAMEcteisotropico;MRI;ax;;;;;;;;;;;;;
1;AXIAL_IN_FS_BLOQUE;MRI;ax;;;;;;;;;;;;;
1;CorT2FSORBITAS;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR1-331061116331041116;MRI;;;;;;;;;;;;;;
1;resolve_3scan_trace_AXIAL_152_p2B0800_TRACEW;MRI;ax;;;;;;;;;;;;;
1;CORINFATGD;MRI;cor;;;;;;;;;;;;;GD
1;CORTEGRUESO;MRI;cor;;;;;;;;;;;;;
1;CORT1IZQBC;MRI;cor;;T1w;;;;;;;;;;;
1;t2_spc_dafl_sag_p2_isoMod;MRI;sag;;T2w;tse;;;;;;;;;;
1;sWIPDWIBSSENSE;MRI;;;SWI;;;;;;;;;;;
1;CORT1fsatGD;MRI;cor;;T1w;;;;;;;;;;;GD
1;T2FFEDINIZQCLEAR;MRI;;;T2w;tse;;;;;;;;;;
1;PosDisp14SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp21SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp10SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp22SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp23SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp19SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;SAGGR3DT1gd;MRI;sag;;T1w;;3D;;;;;;;;;GD
1;PosDisp11SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;MR2-AXIAL3DTOF;MRI;ax;;;;3D;;;;;;;;;
1;PosDisp7SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp3SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;AxT2frFSEBLOQUE;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIT13DFS;MRI;ax;;T1w;;3D;;;;;;;;;
1;SagSTIR306CERV;MRI;sag;;;stir;;;;;;;;;;
1;AXIALFST1FSCERVICALGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;MR3-coronal;MRI;cor;;;;;;;;;;;;;
1;2,62101E+19;MRI;;;;;;;;;;;;;;
1;CorT2SSFSECERVICAL;MRI;cor;;T2w;tse;;;;;;;;;;
1;SAGT1FATSATCERV;MRI;sag;;T1w;;;;;;;;;;;
1;cor3dcte;MRI;cor;;;;3D;;;;;;;;;
1;AxDWIB1000abdomen;MRI;ax;;dwi;;;;;;;;;;;
1;resolve_3scan_trace_AXIAL_152_p2B0800_ADC;MRI;ax;;;;;;;;;;;;;
1;SAGITALT1TSEIPAT2LUMBgd;MRI;sag;;T1w;tse;;;;;;;;;;GD
1;3DLocORBITAS;MRI;cor;;;;3D;;;;;;;;;
1;TRTSEDUALSENSE;MRI;;;;tse;;;;;;;;;;
1;AxT13DSPGR;MRI;ax;;T1w;;3D;;;;;;;;;
1;FIESTAD;MRI;;;;;;;;;;;;;;
1;MR1-CORONAL3DT1;MRI;cor;;T1w;;3D;;;;;;;;;
1;CORONALCUBEFLAIR;MRI;cor;;;;;;;;;;;;;
1;MR1-AxFSPGRBRAVOC;MRI;ax;;;;;;;;;;;;;
1;CORT1REPOS;MRI;cor;;T1w;;;;;;;;;;;
1;WILLISCORONAL;MRI;cor;;;;;;;;;;;;;
1;SagT1FSEgadofatsat;MRI;sag;;T1w;;;;;;;;;;;GD
1;CORFINOfsat;MRI;cor;;;;;;;;;;;;;
1;AXIALT2FS;MRI;ax;;T2w;tse;;;;;;;;;;
1;CORINFSMAXILOC;MRI;cor;;;;;;;;;;;;;
1;CARTDCHA;MRI;;;;;;;;;;;;;;
1;MR3-AXIDPT2FRFSE2NEX;MRI;ax;;T2w;tse;;;;;;;;;;
1;EPI_DIFU_SAG_DORSAL;MRI;sag;;dwi;;;;;;;;;;;
1;AXBRAVO3D;MRI;ax;;;;3D;;;;;;;;;
1;T1TSETRA;MRI;ax;;T1w;tse;;;;;;;;;;
1;NAVEGADORradiocirugia;MRI;;;;;;;;;;;;;;GD
1;t1_se_sag;MRI;sag;;T1w;;;;;;;;;;;
1;MR1-AxT2PROPELLER;MRI;ax;;T2w;tse;;;;;;;;;;
1;PROBESV144IZQ;MRI;;;;;;;;;;;;;;
1;MR1-SagitalFAMEcontrastee;MRI;sag;;;;;;;;;;;;;
1;SagT1FLAIRGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;axialt2fs320;MRI;ax;;T2w;tse;;;;;;;;;;
1;coronalgadolinio;MRI;cor;;;;;;;;;;;;;GD
1;flash_14_throughplane;MRI;;;;flash;;;;;;;;;;
1;2,16041E+19;MRI;;;;;;;;;;;;;;
1;flash_21_throughplane;MRI;;;;flash;;;;;;;;;;
1;EPIDIFUSIONCORONALb01000_ADC;MRI;cor;;dwi;;;;;;;;;;;
1;MR2-AxDIFb3000;MRI;ax;;dwi;;;;;;;;;;;
1;Rot_AP_MIP_nov120_angle150;MRI;;;;;;;;;;;;;;
1;AXIALT1CERVICODORSALGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;SagT2FRFSElumbardorsal;MRI;sag;;T2w;tse;;;;;;;;;;
1;WDERECHA;MRI;;;;;;;;;;;;;;
1;AXT1FSEFSATDORSAL;MRI;ax;;T1w;;;;;;;;;;;
1;OAxT13DfSPGRIRprep;MRI;ax;;T1w;;3D;;;;;;;;;
1;AXIALT1SECEREBRALGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;MR1-AXT2;MRI;ax;;T2w;tse;;;;;;;;;;
1;T1_TSE_sag_SENSE;MRI;sag;;T1w;tse;;;;;;;;;;
1;SAGT1FSLUMBARGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;PROBESV35IZQ;MRI;;;;;;;;;;;;;;
1;PosDisp11t2_tse_SAG_2mm;MRI;sag;;T2w;tse;;;;;;;;;;
1;MR1-DIFUSINAXIAL;MRI;ax;;dwi;;;;;;;;;;;
1;tof_fi3d_tra_Multislab;MRI;ax;;;;3D;;;;;;;;;
1;AXDIFUSION1000;MRI;ax;;dwi;;;;;;;;;;;
1;COLT1FS;MRI;;;T1w;;;;;;;;;;;
1;AXIALT1FSDORSALGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;AXFSET2GD;MRI;ax;;T2w;tse;;;;;;;;;;GD
1;cordorsall3dt1cte;MRI;cor;;T1w;;3D;;;;;;;;;
1;CORT1FSECIV;MRI;cor;;T1w;;;;;;;;;;;
1;PROBESV144SB;MRI;;;;;;;;;;;;;;
1;CORT1FSEINFERIOR;MRI;cor;;T1w;;;;;;;;;;;
1;CORT1FSESUPERIOR;MRI;cor;;T1w;;;;;;;;;;;
1;MR2-CORFLAIRONCOLOGICOS;MRI;cor;;;;;;;;;;;;;
1;SAGT2frFSE;MRI;sag;;T2w;tse;;;;;;;;;;
1;AXFAMEClumbar;MRI;ax;;;;;;;;;;;;;
1;Ph3AXIALLAVAMultiphase;MRI;ax;;;;;;;;;;;;;
1;MR1-AAHead_Scout_MPR_cor;MRI;cor;;;;;;;;;;;;;
1;SAG3DT1CTE;MRI;sag;;T1w;;3D;;;;;;;;;
1;CORSTIRPAT2;MRI;cor;;T2w;stir;;;;;;;;;;
1;AXIALLAVA;MRI;ax;;;;;;;;;;;;;
1;AXIAL3DCTE;MRI;ax;;;;3D;;;;;;;;;
1;SAGSE;MRI;sag;;;;;;;;;;;;;
1;2,50691E+20;MRI;;;;;;;;;;;;;;
1;SAGDPBOCAABIERTA;MRI;sag;;;;;;;;;;;;;GD
1;axialT2CERVICAL;MRI;ax;;T2w;tse;;;;;;;;;;
1;PPOSTERIOR;MRI;;;;;;;;;;;;;;
1;corCUBEFLAIRFSOK;MRI;cor;;;;;;;;;;;;;
1;MR3-SAGITALT1;MRI;sag;;T1w;;;;;;;;;;;
1;MR1-GRADIENTET2AXIAL;MRI;ax;;T2w;gre;;;;;;;;;;
1;AXIAL3dFiesta;MRI;ax;;;;3D;;;;;;;;;
1;3D_FLAIR_SHC;MRI;;;;;3D;;;;;;;;;
1;PosDisp7CORONALFLAIRT2_3mm;MRI;cor;;T2w;tse;;;;;;;;;;
1;AxFSPGRBRAVOgado;MRI;ax;;;;;;;;;;;;;GD
1;MR2-t1_fl3d_VIBE_3D;MRI;;;T1w;;3D;;;;;;;;;
1;CORONALT1HIPOFISIS;MRI;cor;;T1w;;;;;;;;;;;
1;T2W_DRIVE;MRI;;;T2w;tse;;;;;;;;;;
1;SAGITALT1CTE;MRI;sag;;T1w;;;;;;;;;;;
1;MR1-AXIALT23mm;MRI;ax;;T2w;tse;;;;;;;;;;
1;SAGITAL_T1_O_I;MRI;sag;;T1w;;;;;;;;;;;
1;SAGLOCTRACKER;MRI;sag;;;;;;;;;;;;;
1;SagSTIRCERV;MRI;sag;;;stir;;;;;;;;;;
1;AXIALGRADIENTET2globoocular;MRI;ax;;T2w;gre;;;;;;;;;;
1;PosDisp13AXIALT2DISCOSLUMB;MRI;ax;;T2w;tse;;;;;;;;;;
1;PosDisp25AXIALT2DISCOSLUMB;MRI;ax;;T2w;tse;;;;;;;;;;
1;PosDisp26AXIALT2DISCOSLUMB;MRI;ax;;T2w;tse;;;;;;;;;;
1;mFFETRA;MRI;ax;;;;;;;;;;;;;
1;CorT1FSEThinFATSAT;MRI;cor;;T1w;;;;;;;;;;;
1;TRAT1_SEGADO;MRI;ax;;T1w;;;;;;;;;;;GD
1;MR3-TransMIP;MRI;ax;;;;;;;;;;;;;
1;MR2-sagT2AR;MRI;sag;;T2w;tse;;;;;;;;;;
1;t2_haste_diff_cor_p2;MRI;cor;;dwi;haste;;;;;;;;;;
1;CareBolussag;MRI;sag;;;;;;;;;;;;;
1;PosDisp14AXIALT2DISCOSLUMB;MRI;ax;;T2w;tse;;;;;;;;;;
1;PosDisp8AXIALT2DISCOSLUMB;MRI;ax;;T2w;tse;;;;;;;;;;
1;PosDisp6AXIALT2DISCOSLUMB;MRI;ax;;T2w;tse;;;;;;;;;;
1;MR2-AXIAL3DT1FastSPGR;MRI;ax;;T1w;;3D;;;;;;;;;
1;coronalT2FLAIR3mm;MRI;cor;;T2w;tse;;;;;;;;;;
1;PosDisp___21__SAGITAL_T2_PAT_2_LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp___27__SAGITAL_T2_PAT_2_LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp___16__SAGITAL_T2_PAT_2_LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
1;SagT1FSEFSATGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;SAGT2dorsallumbar;MRI;sag;;T2w;tse;;;;;;;;;;
1;CORONALGD3MM;MRI;cor;;;;;;;;;;;;;GD
1;SAGITAL_T1_O_D;MRI;sag;;T1w;;;;;;;;;;;
1;AX3DVIBEVACO;MRI;ax;;;;3D;;;;;;;;;
1;MR1-AXIALGADO;MRI;ax;;;;;;;;;;;;;GD
1;MR1-DWI_og;MRI;;;dwi;;;;;;;;;;;
1;MR3-AXIALMIPSWAN;MRI;ax;;;;;;;;;;;;;
1;2,46491E+18;MRI;;;;;;;;;;;;;;
1;sAXIALIR;MRI;ax;;;;;;;;;;;;;
1;SAGGRT2;MRI;sag;;T2w;gre;;;;;;;;;;
1;AXIAL_IN_FS_GD_ORBITAS;MRI;ax;;;;;;;;;;;;;GD
1;CORT2finoHR;MRI;cor;;T2w;tse;;;;;;;;;;
1;AxINFATGD;MRI;ax;;;;;;;;;;;;;GD
1;AxFAMEc;MRI;ax;;;;;;;;;;;;;
1;SagT1HEADGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;MR3-CORONALSWAN;MRI;cor;;;;;;;;;;;;;
1;CORT2LESION;MRI;cor;;T2w;tse;;;;;;;;;;
1;SAGITAL3DT1HEAD_FIL;MRI;sag;;T1w;;3D;;;;;;;;;
1;COR3DFSPGRISOTROPFAME;MRI;cor;;;;3D;;;;;;;;;
1;3D_T1_TSE;MRI;;;T1w;tse;3D;;;;;;;;;
1;CorT1FATSATCIV;MRI;cor;;T1w;;;;;;;;;;;
1;eT1W_SE_SPIRDERECHA1;MRI;;;T1w;;;;;;;;;;;
1;MR2-FLAIR_longTR;MRI;;;;;;;;;;;;;;
1;AXIAL_T2__ORBITAS;MRI;ax;;T2w;tse;;;;;;;;;;
1;SAGITAL_T1_FS_GD_O_I;MRI;sag;;T1w;;;;;;;;;;;GD
1;t1_mprage_sag_p2_iso_10CTE;MRI;sag;;T1w;mprage;;;;;;;;;;
1;CORFST1CTE;MRI;cor;;T1w;;;;;;;;;;;
1;sagT1dchogd;MRI;sag;;T1w;;;;;;;;;;;GD
1;FIESTASAG;MRI;sag;;;;;;;;;;;;;
1;MR2-AXIALDPT2;MRI;ax;;T2w;tse;;;;;;;;;;
1;VIBECORONALGDTARDIO5MIN;MRI;cor;;;;;;;;;;;;;GD
1;AXIAL_T1___PRE_;MRI;ax;;T1w;;;;;;;;;;;
1;MR1-CorMIP;MRI;cor;;;;;;;;;;;;;
1;CORT1DERBC;MRI;cor;;T1w;;;;;;;;;;;
1;Vs3D_PCA_SAGSENSE;MRI;sag;;;;3D;;;;;;;;;
1;CORFSPGRBRAVO;MRI;cor;;;;;;;;;;;;;
1;MR5-IMPAXVolumeViewing;MRI;ax;;;;;;;;;;;;;
1;DW_SSh_og;MRI;;;;;;;;;;;;;;
1;AXIALT2ORBITAS;MRI;ax;;T2w;tse;;;;;;;;;;
1;EPI_DIFU_SAG_LUMB;MRI;sag;;dwi;;;;;;;;;;;
1;CORIRT1SENSE;MRI;cor;;T1w;;;;;;;;;;;
1;MR2-COR3DFSPGRT1NUEVO;MRI;cor;;T1w;;3D;;;;;;;;;
1;MR5-mpraxial;MRI;ax;;;;;;;;;;;;;
1;1,87181E+18;MRI;;;;;;;;;;;;;;
1;eT2W_TSECLEAR;MRI;;;T2w;tse;;;;;;;;;;
1;1,96321E+19;MRI;;;;;;;;;;;;;;
1;FastSPGR;MRI;;;;;;;;;;;;;;
1;ph5TRICKSORBITAS;MRI;;;;;;;;;;;;;;
1;2,66202E+19;MRI;;;;;;;;;;;;;;
1;AxT2frFSELUMBAR;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIAL3DVIBE3;MRI;ax;;;;3D;;;;;;;;;
1;ep2d_tra_dark_fluid_p2;MRI;ax;;;;;;;;;;;;;
1;CORT1FSECAVUM;MRI;cor;;T1w;;;;;;;;;;;
1;MR1-SAGMPRAGE;MRI;sag;;;mprage;;;;;;;;;;
1;WILLISIZQDA;MRI;;;;;;;;;;;;;;
1;AXIAL3DVIBE2;MRI;ax;;;;3D;;;;;;;;;
1;1,96022E+19;MRI;;;;;;;;;;;;;;
1;1,96022E+19;MRI;;;;;;;;;;;;;;
1;1,96022E+19;MRI;;;;;;;;;;;;;;
1;1,96022E+19;MRI;;;;;;;;;;;;;;
1;AXIALT1FSORBITASSIGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;AXIAL3DVIBE1;MRI;ax;;;;3D;;;;;;;;;
1;AxT1REPOS;MRI;ax;;T1w;;;;;;;;;;;
1;SAGCUBEFLAIRT2GD;MRI;sag;;T2w;tse;;;;;;;;;;GD
1;AxT13DFSPGRGd;MRI;ax;;T1w;;3D;;;;;;;;;GD
1;PosDisp18AXIALT2DORSBLOQUES;MRI;ax;;T2w;tse;;;;;;;;;;
1;MR2-ProjectionImages;MRI;;;;;;;;;;;;;;
1;PosDisp19AXIALT2DORSBLOQUES;MRI;ax;;T2w;tse;;;;;;;;;;
1;CORT1fsat;MRI;cor;;T1w;;;;;;;;;;;
1;AXIALT2FSECERVICAL;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIALinfsORBITA;MRI;ax;;;;;;;;;;;;;
1;OPCCorT2SSFSEBH;MRI;cor;;T2w;tse;;;;;;;;;;
1;AXIALT1FSCERVICAL;MRI;ax;;T1w;;;;;;;;;;;
1;cort2fosaposterior;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR1-SAGITAL3DT1;MRI;sag;;T1w;;3D;;;;;;;;;
1;t2_tse_tra_p2_320;MRI;ax;;T2w;tse;;;;;;;;;;
1;ep2d_diff_3scan_trace;MRI;ax;;dwi;;;;;;;;;;;
1;Ph2AX3DFSPGRFAME;MRI;ax;;;;3D;;;;;;;;;
1;MR1-MPRCORONALPEASCOS;MRI;cor;;;;;;;;;;;;;
1;MR1-sagital;MRI;sag;;;;;;;;;;;;;
1;WILLISAX;MRI;ax;;;;;;;;;;;;;
1;VT2W_DRIVE_HRCLEAR;MRI;;;T2w;tse;;;;;;;;;;
1;AxT2frFSECERVICAL;MRI;ax;;T2w;tse;;;;;;;;;;
1;T2W_FFEnosense;MRI;;;T2w;tse;;;;;;;;;;
1;PosDisp14SAGITALT2CERV;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp13SAGITALT2CERV;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp11SAGITALT2CERV;MRI;sag;;T2w;tse;;;;;;;;;;
1;COR3DVIBEXA8C;MRI;cor;;;;3D;;;;;;;;;
1;SET1;MRI;;;T1w;;;;;;;;;;;
1;PosDisp3SAGITALT2CERV;MRI;sag;;T2w;tse;;;;;;;;;;
1;EPIDIFUSIONCOR_ADC;MRI;cor;;dwi;;;;;;;;;;;
1;corCUBET2;MRI;cor;;T2w;tse;;;;;;;;;;
1;SAGT1dorCTE;MRI;sag;;T1w;;;;;;;;;;;
1;PosDisp2SAGITALT2CERV;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp13AXIALT2CERV;MRI;ax;;T2w;tse;;;;;;;;;;
1;PosDisp12AXIALT2CERV;MRI;ax;;T2w;tse;;;;;;;;;;
1;CORT2ORBITAS;MRI;cor;;T2w;tse;;;;;;;;;;
1;T2W_3D_DRIVEFMAS;MRI;;;T2w;tse;3D;;;;;;;;;
1;refaxialFLAIR;MRI;ax;;;;;;;;;;;;;
1;SAGITAL_T1_FS_O_I;MRI;sag;;T1w;;;;;;;;;;;
1;CORONAL_STIR_ORBITAS;MRI;cor;;;stir;;;;;;;;;;
1;CAROTIDADER;MRI;;;;;;;;;;;;;;
1;SAGITALT1CERVFS;MRI;sag;;T1w;;;;;;;;;;;
1;AXIALT1FATSATCONCIV;MRI;ax;;T1w;;;;;;;;;;;
1;AXIALT2_FIL_1;MRI;ax;;T2w;tse;;;;;;;;;;
1;Ax3DFIESTACAIS;MRI;ax;;;;3D;;;;;;;;;
1;VIBEGDTARDIO5MIN;MRI;;;;;;;;;;;;;;GD
1;SAGITALT2FLAIRC;MRI;sag;;T2w;tse;;;;;;;;;;
1;CORONAL_T1_ORBITAS;MRI;cor;;T1w;;;;;;;;;;;
1;coronalFRFSET2ASSET;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR2-corgd;MRI;cor;;;;;;;;;;;;;GD
1;AXIALINOUTMBH;MRI;ax;;;;;;;;;;;;;
1;STIR_aTSE;MRI;;;;stir;;;;;;;;;;
1;SAGPDFS;MRI;sag;;PD;;;;;;;;;;;
1;MR2-AXI3DT1;MRI;ax;;T1w;;3D;;;;;;;;;
1;coronaT1gd;MRI;cor;;T1w;;;;;;;;;;;GD
1;AXT1FSAT;MRI;ax;;T1w;;;;;;;;;;;
1;MR1-ep2d_diff_mddw_12;MRI;;;dwi;;;;;;;;;;;
1;Rot_RL_MIP_nov120_angle150;MRI;;;;;;;;;;;;;;
1;SWICORONAL;MRI;cor;;SWI;;;;;;;;;;;
1;_MPR_Rango_;MRI;;;;;;;;;;;;;;
1;SagSTIRVMcervical;MRI;sag;;;stir;;;;;;;;;;
1;AXT1FSGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;AXIALT1MT44C;MRI;ax;;T1w;;;;;;;;;;;
1;SAGINFSCERVICALC;MRI;sag;;;;;;;;;;;;;
1;t1_mprage_AXI_p2_iso_10;MRI;ax;;T1w;mprage;;;;;;;;;;
1;Rot_SI_MIP_nov120_angle150;MRI;;;;;;;;;;;;;;
1;MR2-AxGrT2;MRI;ax;;T2w;gre;;;;;;;;;;
1;MAVs_VEN_BOLD_HR;MRI;;;;;;;;;;;;;;
1;MR2-AxT2FLAIRPROPELLER;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIALT1FATSATsicte;MRI;ax;;T1w;;;;;;;;;;;
1;MR1-SagT2;MRI;sag;;T2w;tse;;;;;;;;;;
1;WATERAx3DFSPGRIDEAL;MRI;ax;;;;3D;;;;;;;;;
1;MR1-T1SEAXIAL;MRI;ax;;T1w;;;;;;;;;;;
1;CONJUNTO;MRI;;;;;;;;;;;;;;
1;CDT1C;MRI;;;T1w;;;;;;;;;;;
1;2,79369E+17;MRI;;;;;;;;;;;;;;
1;MIPSAGITAL;MRI;sag;;;;;;;;;;;;;
1;CORONALT2ESCOLIOSIS;MRI;cor;;T2w;tse;;;;;;;;;;
1;T1SPIRTRA;MRI;ax;;T1w;;;;;;;;;;;
1;AXFAMECdorsal;MRI;ax;;;;;;;;;;;;;
1;CORDPDCHO;MRI;cor;;;;;;;;;;;;;
1;MR2-AxGR3DT1;MRI;ax;;T1w;;3D;;;;;;;;;
1;quickmidsagittalt1;MRI;sag;;T1w;;;;;;;;;;;
1;RECONSTRUCCIONAXIALFLAIR;MRI;ax;;;;;;;;;;;;;
1;CORONALFLAIR40C;MRI;cor;;;;;;;;;;;;;
1;SAGT2ARD;MRI;sag;;T2w;tse;;;;;;;;;;
1;SAGITALT1TSELUMBGD;MRI;sag;;T1w;tse;;;;;;;;;;GD
1;SAGITAL_T1_FS_GD__O_D;MRI;sag;;T1w;;;;;;;;;;;GD
1;AXIALHASTET2;MRI;ax;;T2w;haste;;;;;;;;;;
1;AXIAL3DTOFCAROTIDAS;MRI;ax;;;;3D;;;;;;;;;
1;axdorsall3dt1cte;MRI;ax;;T1w;;3D;;;;;;;;;
1;AXIALINFSMAXILOC;MRI;ax;;;;;;;;;;;;;
1;MR2-AxT2PROPELLER;MRI;ax;;T2w;tse;;;;;;;;;;
1;CorSSFSEDORSOLUMBAR;MRI;cor;;;;;;;;;;;;;
1;DUAL_TSESENSE;MRI;;;;tse;;;;;;;;;;
1;AXIALT2dorsalcte;MRI;ax;;T2w;tse;;;;;;;;;;
1;ToF_2DART_MIP_SAG;MRI;sag;;;;;;;;;;;;;
1;CORT1FATGD;MRI;cor;;T1w;;;;;;;;;;;GD
1;AXIALT1MEMPFS;MRI;ax;;T1w;;;;;;;;;;;
1;2,32341E+23;MRI;;;;;;;;;;;;;;
1;2,32341E+23;MRI;;;;;;;;;;;;;;
1;2,32341E+23;MRI;;;;;;;;;;;;;;
1;2,32341E+23;MRI;;;;;;;;;;;;;;
1;2,32341E+23;MRI;;;;;;;;;;;;;;
1;2,32341E+23;MRI;;;;;;;;;;;;;;
1;CORONALFSET2;MRI;cor;;T2w;tse;;;;;;;;;;
1;AXIALIRT2;MRI;ax;;T2w;tse;;;;;;;;;;
1;VIBE_AXIAL_CEREBRAL_GD;MRI;ax;;;;;;;;;;;;;GD
1;SAGITAL_T1_FS__O_D;MRI;sag;;T1w;;;;;;;;;;;
1;CORONALFLAIRT2_FIL_1;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR2-AXI3DT1GD;MRI;ax;;T1w;;3D;;;;;;;;;GD
1;PosDisp21SAGITALT1;MRI;sag;;T1w;;;;;;;;;;;
1;CORFLAIRgd;MRI;cor;;;;;;;;;;;;;GD
1;3DTOFSPGR1slH;MRI;;;;;3D;;;;;;;;;
1;fl3d_ce_cor_TSA_SUB_MIP_COR;MRI;cor;;;;3D;;;;;;;;;
1;FLAIRCORONAL;MRI;cor;;;;;;;;;;;;;
1;AXIALV3D_Brain_View_FLAIR_SHCSENSE;MRI;ax;;;;3D;;;;;;;;;
1;2,26578E+15;MRI;;;;;;;;;;;;;;
1;AXIALT2ASSET;MRI;ax;;T2w;tse;;;;;;;;;;
1;MR2-AXT2;MRI;ax;;T2w;tse;;;;;;;;;;
1;NAVEGADORaxial;MRI;ax;;;;;;;;;;;;;GD
1;PERFUSIONGD;MRI;;;pwi;;;;;;;;;;;GD
1;sagitalt1fslumbargd;MRI;sag;;T1w;;;;;;;;;;;GD
1;SagT1FSEFINO;MRI;sag;;T1w;;;;;;;;;;;
1;SAGT2cervicaldorsal;MRI;sag;;T2w;tse;;;;;;;;;;
1;SACARALPACIENTEALPASILLO;MRI;;;;;;;;;;;;;;
1;2,72181E+18;MRI;;;;;;;;;;;;;;
1;MR2-DIFUSINAXIAL;MRI;ax;;dwi;;;;;;;;;;;
1;PosDisp15AXIALT2ME2DIPATCERVII;MRI;ax;;T2w;tse;;;;;;;;;;
1;PosDisp18AXIALT2ME2DIPATCERVII;MRI;ax;;T2w;tse;;;;;;;;;;
1;TSA_BRAZOS_ARRIBA;MRI;;;;;;;;;;;;;;
1;PosDisp20AXIALT2ME2DIPATCERVII;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIALT2FSECAROTSUP;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIALRESTA;MRI;ax;;;;;;;;;;;;;
1;PosDisp16AXIALT2ME2DIPATCERVII;MRI;ax;;T2w;tse;;;;;;;;;;
1;PosDisp6AXIALT2ME2DIPATCERVII;MRI;ax;;T2w;tse;;;;;;;;;;
1;VENOSO3D;MRI;;;;;3D;;;;;;;;;
1;MR2-3310711433105114;MRI;;;;;;;;;;;;;;
